,enhancer / silencer,log(Max enhancer / Max silencer),-log10(pvalue),pvalue,mark,sign
249,1.0778274476186673,0.0749473925305995,-0.0,0.5611432008184256,PATZ1,False
279,1.1736377168298735,0.16010808505166219,-0.0,0.01027372791298761,PYGO2,False
278,0.9156461638195521,-0.0881252729746955,-0.0,0.013289297734670582,PURB,False
277,1.0923677559954696,0.08834759351707652,-0.0,0.02161045189337625,PTTG1,False
276,1.0712929200390682,0.06886625550795031,-0.0,0.02082857547903541,PTRF,False
275,1.2136075618681084,0.1935973799722165,-0.0,0.001991189584691081,PTBP1,False
274,1.0302565928604737,0.02980789049850185,-0.0,0.22902715146277963,PRPF4,False
272,1.0303461081163512,0.02989477309444468,-0.0,0.3299220689003485,PREB,False
270,1.0265701129362814,0.02622325805350166,-0.0,0.23841831137221436,PPARD,False
269,1.0713707820002294,0.06893893323252406,-0.0,0.1466853508657301,POU5F1,False
268,0.852982733414709,-0.15901597388207586,0.5430230948832637,0.0005465697829941722,POLR3G,False
267,0.8964833169107614,-0.10927559524477928,-0.0,0.03287092421514649,POLR3A,False
264,1.2154522355577386,0.1951162178750161,-0.0,0.010174592517154024,POLR2B,False
262,1.3049167496720895,0.26613924538505346,-0.0,0.015761350011343774,POLR2AphosphoS2,False
258,1.0733907209121798,0.07082253614728108,-0.0,0.2121080932520918,PHTF2,False
257,1.7994283965336586,0.5874690569887643,1.150933510598526,0.00013481406450306966,PHF8,False
256,0.9946923423005292,-0.005321793354931347,-0.0,0.3687474004469933,PHF21A,False
255,0.948788121519525,-0.05256977029478043,-0.0,0.03543693331927485,PHF20,False
253,1.0319403052989662,0.031440821683807366,-0.0,0.934377870494761,PHB,False
252,0.918493299525251,-0.08502066937234497,-0.0,0.10582968841449228,PCBP2,False
251,1.0783741786567012,0.07545451676526152,-0.0,0.5599968228601662,PCBP1,False
250,1.269836545331232,0.2388881877237728,0.5881627069324102,0.0004926131559055532,PBX2,False
247,0.9403029875606403,-0.06155312846216628,-0.0,0.054189292698989144,NUFIP1,False
362,1.0397341219474512,0.038965028495140164,-0.0,0.9187135129409476,TCF7L2,False
365,0.9436150150540606,-0.05803701905501997,-0.0,0.8012353993364248,TEAD2,False
367,0.8509450385822702,-0.16140773700410288,0.44617590058823253,0.0006831134123614644,TFAM,False
486,1.0052488765449317,0.005235149206889114,-0.0,0.743678779376342,ZNF512,False
485,1.015958251467464,0.015832257236698177,-0.0,0.750173402245411,ZNF511,False
484,1.2065978469513057,0.18780470262984897,0.938222433935512,0.00022001195446442326,ZNF507,False
483,1.2836363334205425,0.24969693572748777,0.7392969242443626,0.00034783380594616763,ZNF449,False
482,1.1180799020009382,0.1116128408740777,0.9374067158849153,0.00022042558249610179,ZNF445,False
480,1.1334176806857488,0.12523756431915173,-0.0,0.013347952251867747,ZNF436,False
479,1.0484883346839033,0.04734944557920845,-0.0,0.34430534269741375,ZNF431,False
477,0.9652002630474751,-0.03541967269972367,-0.0,0.2544567124245348,ZNF408,False
476,0.7352870056552195,-0.30749437210363917,-0.0,0.45631184498724764,ZNF407,False
475,1.0094812579484456,0.009436592920793735,-0.0,0.7632977963485781,ZNF398,False
474,1.197718405866362,0.1804184185299244,1.2776054732869764,0.00010070783037395938,ZNF397,False
471,0.9658792711240114,-0.03471643071252999,-0.0,0.3257768723864234,ZNF354C,False
470,1.148690332708506,0.13862245227980438,0.49084976165024574,0.0006163380093788084,ZNF354B,False
469,1.0925695633178476,0.08853231947801644,-0.0,0.009305990028774446,ZNF347,False
468,0.9621403246557829,-0.03859497132852424,0.058860551566008695,0.001666510911101401,ZNF324,False
467,1.099086498663248,0.09447937902422723,-0.0,0.3281195360692596,ZNF319,False
466,1.2389527761664934,0.21426648744645227,-0.0,0.3519720996968949,ZNF318,False
462,1.021604979661003,0.02137490009882621,-0.0,0.7651258282995427,ZNF3,False
461,1.0001162650326019,0.0001162582743467944,-0.0,0.10811828986595944,ZNF282,False
