,XSTREME score,XSTREME bps,CREME score,CREME bps,cell_line
0,0.10288944095373154,1288.0,0.9015944004058838,500.0,K562
1,0.0407240130007267,901.0,0.9222266674041748,500.0,K562
2,0.08004529029130936,1972.0,0.8101993799209595,1000.0,K562
3,0.07316330075263977,1104.0,0.9106366634368896,500.0,K562
4,0.11726748198270798,2007.0,0.9916577935218811,1000.0,K562
5,0.030069010332226753,922.0,0.7494967579841614,500.0,K562
6,0.1382998675107956,721.0,0.7326887845993042,500.0,K562
7,0.055681709200143814,981.0,0.8404947519302368,500.0,K562
8,0.06742032617330551,2469.0,1.0299474000930786,1500.0,K562
9,0.12448867410421371,1755.0,1.2347763776779175,1000.0,K562
10,0.18296948075294495,1877.0,0.7131704688072205,500.0,K562
11,0.0899076983332634,1041.0,1.001308560371399,500.0,K562
12,0.00771312927827239,740.0,1.106087327003479,1500.0,K562
13,0.21396921575069427,1122.0,0.7379775047302246,500.0,K562
14,0.09920859336853027,1581.0,0.7685079574584961,500.0,K562
15,0.02694469690322876,618.0,0.8918057680130005,1000.0,K562
16,0.18790510296821594,2090.0,1.0010123252868652,1000.0,K562
17,0.024612916633486748,1618.0,0.8628837466239929,1000.0,K562
18,0.23584771156311035,1300.0,2.268545150756836,500.0,K562
19,0.0750197172164917,1202.0,0.9091192483901978,3500.0,K562
20,0.00497907679527998,2342.0,0.9905017614364624,2000.0,K562
21,0.13123995065689087,1149.0,0.9053376317024231,1000.0,K562
22,0.0039768642745912075,543.0,0.9006120562553406,500.0,K562
23,0.02620547264814377,1672.0,0.8211345076560974,1000.0,K562
24,0.08156038820743561,2020.0,0.8050402402877808,500.0,K562
25,0.13905861973762512,1427.0,0.9209394454956055,1500.0,K562
26,0.03896540403366089,414.0,0.8196724653244019,1000.0,K562
27,0.07763612270355225,716.0,0.9682333469390869,500.0,K562
28,0.04454385116696358,1065.0,0.7711875438690186,500.0,K562
29,0.09075440466403961,1478.0,0.7430127263069153,500.0,K562
30,0.04705175757408142,1902.0,1.1747571229934692,500.0,K562
31,0.14581243693828583,1451.0,0.8958367109298706,1000.0,K562
32,0.20856158435344696,781.0,0.8608698844909668,1000.0,K562
33,0.0054023838602006435,1351.0,0.9758676290512085,500.0,K562
34,0.08481347560882568,621.0,0.9198777675628662,1000.0,K562
35,0.01870707795023918,990.0,1.095047116279602,500.0,K562
36,0.05410000681877136,1541.0,0.7768560647964478,1000.0,K562
37,0.2688399851322174,1349.0,0.7088651061058044,500.0,K562
38,0.20724761486053467,645.0,1.3787739276885986,1000.0,K562
39,0.08346068114042282,1233.0,0.7564422488212585,1000.0,K562
40,0.24750208854675293,1383.0,0.7375931143760681,1500.0,K562
41,0.19559122622013092,2021.0,0.8378545045852661,1500.0,K562
42,0.10384370386600494,585.0,1.0446407794952393,1500.0,K562
43,0.0023865345865488052,889.0,0.9942498207092285,500.0,K562
44,0.026370463892817497,2298.0,0.7698323726654053,1000.0,K562
45,0.10703803598880768,733.0,0.9160173535346985,1500.0,K562
46,0.0711260437965393,388.0,0.9265984892845154,1500.0,K562
47,0.20438621938228607,1304.0,0.9955738186836243,500.0,K562
48,0.03202684596180916,759.0,1.1333849430084229,1000.0,K562
49,0.26617318391799927,1165.0,0.9422779679298401,500.0,K562
50,0.24784880876541138,583.0,0.9568555355072021,1000.0,K562
51,0.017892081290483475,1540.0,0.8715953230857849,500.0,K562
52,0.04399149492383003,547.0,0.8515492677688599,1000.0,K562
53,0.08532202243804932,962.0,0.9284046292304993,500.0,K562
54,0.03562025725841522,985.0,0.8333340883255005,500.0,K562
55,0.03820281848311424,1065.0,1.3098928928375244,500.0,K562
56,0.09207043051719666,1111.0,0.7386056184768677,500.0,K562
57,0.05770570784807205,1209.0,0.8669867515563965,2000.0,K562
58,0.16336561739444733,1237.0,0.8370050191879272,1000.0,K562
59,0.04619072005152702,1567.0,0.924056887626648,1000.0,K562
60,0.01347099244594574,990.0,0.8703638315200806,1500.0,K562
61,0.12546557188034058,1555.0,0.895300030708313,1000.0,K562
62,0.06070369482040405,1063.0,0.971570611000061,1500.0,K562
0,0.09736901521682739,2072.0,1.1931222677230835,1000.0,GM12878
1,0.031165895983576775,1459.0,0.9861577749252319,1000.0,GM12878
2,0.12660185992717743,683.0,0.9045462608337402,500.0,GM12878
3,0.13018836081027985,890.0,1.113466739654541,1000.0,GM12878
4,0.060050759464502335,1476.0,1.0199872255325317,1000.0,GM12878
5,0.08395775407552719,1241.0,0.8774207234382629,1500.0,GM12878
6,0.02801147848367691,800.0,0.8908673524856567,2000.0,GM12878
7,0.146362766623497,1436.0,0.746796190738678,1000.0,GM12878
8,0.31418830156326294,1330.0,0.920958399772644,1000.0,GM12878
9,0.00841214507818222,824.0,0.8672051429748535,1500.0,GM12878
10,0.02404729835689068,741.0,0.9126558303833008,500.0,GM12878
11,0.10483571887016296,608.0,0.7195611000061035,1000.0,GM12878
12,0.13453710079193115,1083.0,0.7134878039360046,1000.0,GM12878
13,0.08475127071142197,1932.0,0.9069064855575562,500.0,GM12878
14,0.10909350216388702,1477.0,0.8020853400230408,1000.0,GM12878
15,0.08649977296590805,1257.0,0.8925805687904358,1000.0,GM12878
16,0.10276051610708237,2329.0,0.8179345726966858,500.0,GM12878
17,0.06946273148059845,1671.0,0.7545726895332336,500.0,GM12878
18,0.05590502545237541,1366.0,0.7922075986862183,500.0,GM12878
19,0.06183226779103279,638.0,0.8052154779434204,500.0,GM12878
20,0.08503635227680206,1124.0,0.8068302869796753,500.0,GM12878
21,0.12689928710460663,1596.0,0.8232221007347107,1000.0,GM12878
22,0.04287896677851677,1089.0,0.802338719367981,1500.0,GM12878
23,0.5110806822776794,2915.0,0.7336304187774658,500.0,GM12878
24,0.08894992619752884,1774.0,0.7993867993354797,1000.0,GM12878
25,0.09767737984657288,840.0,0.8623005151748657,1000.0,GM12878
26,0.06677510589361191,1874.0,0.8991467952728271,500.0,GM12878
27,0.19254353642463684,1518.0,0.7477670907974243,1000.0,GM12878
28,0.09770277142524719,1322.0,0.7032588124275208,1000.0,GM12878
29,0.16047632694244385,1213.0,0.979378342628479,500.0,GM12878
30,0.2197594940662384,2098.0,0.8930279612541199,1000.0,GM12878
31,0.028616737574338913,1893.0,0.8900169134140015,1000.0,GM12878
32,0.11107435077428818,1885.0,0.8830634951591492,1000.0,GM12878
33,0.054295603185892105,577.0,0.8623418211936951,500.0,GM12878
34,0.039530202746391296,1499.0,0.7540802955627441,1000.0,GM12878
35,0.03827418386936188,2160.0,1.0540987253189087,500.0,GM12878
36,0.08456146717071533,1935.0,0.8662558197975159,1500.0,GM12878
0,0.07138102501630783,731.0,0.7598350048065186,1000.0,PC-3
1,0.13952678442001343,1815.0,0.7392596006393433,500.0,PC-3
2,0.1397366225719452,1630.0,1.2266134023666382,1000.0,PC-3
3,0.0068985167890787125,1374.0,1.169041633605957,2000.0,PC-3
4,0.08854136615991592,957.0,0.7386718988418579,500.0,PC-3
5,0.11547872424125671,732.0,0.7581110596656799,500.0,PC-3
6,0.1726500689983368,453.0,0.8878231644630432,500.0,PC-3
7,0.10971035808324814,1347.0,0.7209599614143372,1000.0,PC-3
8,0.036286190152168274,1048.0,0.7508406639099121,1000.0,PC-3
9,0.13139823079109192,811.0,0.8983563780784607,1000.0,PC-3
10,0.07988247275352478,1509.0,0.7862445712089539,1500.0,PC-3
11,0.08201818913221359,776.0,0.8652212023735046,500.0,PC-3
12,0.0850244015455246,736.0,1.1397053003311157,500.0,PC-3
13,0.07903803884983063,1034.0,0.8547458052635193,1500.0,PC-3
14,0.10910195857286453,1520.0,0.7618361115455627,1000.0,PC-3
15,0.038014259189367294,550.0,0.9707196950912476,1000.0,PC-3
16,0.01870913989841938,1727.0,1.001112937927246,1500.0,PC-3
17,0.05790882185101509,646.0,0.7539896368980408,1000.0,PC-3
18,0.05886877700686455,320.0,0.8830156922340393,500.0,PC-3
19,0.05182464420795441,1049.0,0.7200068235397339,1000.0,PC-3
20,0.02920226752758026,933.0,1.0093896389007568,500.0,PC-3
21,0.10316327214241028,1182.0,0.957068920135498,500.0,PC-3
22,0.0954095795750618,1721.0,0.8447644114494324,1000.0,PC-3
23,0.0983724594116211,890.0,0.7479576468467712,500.0,PC-3
24,0.07175575941801071,734.0,0.729567289352417,1500.0,PC-3
25,0.1106683611869812,833.0,0.7898114919662476,500.0,PC-3
26,0.09304589778184891,1439.0,0.9043452739715576,1000.0,PC-3
27,0.1835903823375702,1741.0,0.9061740636825562,500.0,PC-3
28,0.3228558897972107,1121.0,0.7510977983474731,1000.0,PC-3
